0511e581d16ded0d96481a1ca0ffe377	d__Bacteria	0.985034636
c6c30786f89c32cd00e7141618c92b3d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicomonadaceae; g__Endozoicomonas	0.999999986
532d2b81a3f30c16fa045f5c339cf7eb	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Francisellales; f__Francisellaceae; g__Francisella	0.726819834
b2a5dea7604e7d0b7c4f8ad9bf5c1986	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Maritimimonas; s__uncultured_Flavobacteriaceae	0.999963142
82f9988c7d08e56c8b82efdc43dc082e	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	1
b6eed3be1f4e26ce05a63fa86c257a67	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Ostreobium_quekettii	0.999498436
7c33ab26f988cbd3792f156a74c7722d	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	1
bae957b9ca156334a740e37e8e72fffa	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	1
5f3d9701d9a8ca09b321e7a7eb298eb3	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Ostreobium_sp.	0.999999719
8104f29e6ba7827bfdd43ba15fbd7096	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_bacterium	0.994130884
5a7b179b1b45f0fe2282f260bf073f60	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium	0.999989948
86ae6ec32d3ba2b072a7c1803cfa40d9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Nitrincolaceae; g__Neptuniibacter	0.999984194
03f829d7583b5c477f902b967ef8d775	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	1
de267294a5409fa4eb8a78baadaea958	d__Bacteria	0.898195476
